 410 Tau 31  1 02 20 +03 40 5                Australis terminus præcedentis Lateris
 411 Tau 32  1 03 40 +04 00 5                Sequens & angusti terminus
 412 Tau 33  1 03 40 +05 00 4       Pleiadum parvula extra jacet ad Septentrionem
 413 Tau~ 1  0 25 00 -17 30 4       Sub Pede & Scapula dextra
 414 Tau~ 2  1 20 00 -02 00 5       Trium supra Australe Cornu præcedens
 415 Tau~ 3  1 24 00 -01 45 5                                  media
 416 Tau~ 4  1 26 00 -02 00 5                                  sequens
 417 Tau~ 5  1 29 00 -06 20 5       Duarum infra Cornu Austrinum Borea
 418 Tau~ 6  1 29 00 -07 20 5       De quinq; infra Cornu Bor. Austrina
 419 Tau~ 7  1 27 00 +00 40 5                                  præcedens
 420 Tau~ 8  1 29 00 +01 00 5       Hanc sequitur
 421 Tau~ 9  2 01 00 +01 20 5       Adhuc in Consequentia hujus
 422 Tau~10  2 02 20 +03 20 5       Reliquarum duarum sequentium Borealior
 423 Tau~11  2 03 20 +01 15 5                                    Australior
 424 Gem  1  2 23 29 +09 30 2   Quæ in Capite præcedentis Gemini
 425 Gem  2  2 26 40 +06 15 2       In Capite sequentis Gemini
 426 Gem  3  2 16 40 +10 30 4       In sinistro Cubito præcedentis Gemini
 427 Gem  4  2 18 40 +07 20 4       In sinistro Brachio
 428 Gem  5  2 22 00 +05 30 4       Hanc sequitur super Costis inter Scapulas
 429 Gem  6  2 24 00 +04 50 4       Hanc etiam sequitur in Humero ejusdem Gemini
 430 Gem  7  2 26 40 +02 40 4       In sequente Humero, sequentis Gemini
 431 Gem  8  2 21 40 +02 40 5       In dextro Latere antecedentis Gemini
 432 Gem  9  2 23 10 +00 50 5       In sinistro Latere sequentis Gemini
 433 Gem 10  2 13 00 +01 30 3       In sinistro Genu præcedentis Gemini
 434 Gem 11  2 18 15 -02 30 3       In sinistro Genu sequentis Gemini
 435 Gem 12  2 21 40 -00 30 3       In Inguine sinistro sequentis Gemini
 436 Gem 13  2 21 20 -06 00 3       Supra Poplitem dextrum ejusdem Gemini
 437 Gem 14  2 06 30 -01 30 4       In Extremo anteriore Pede præcedentis Gemini
 438 Gem 15  2 08 10 -01 15 4       Hanc in eodem Pede sequitur
 439 Gem 16  2 10 10 -03 30 4       In Extremo dextro Pede præcedentis Gemini
 440 Gem 17  2 12 00 -07 30 4       In Extremo sinistro Pede sequentis Gemini
 441 Gem 18  2 14 40 -10 30 4       In Extremo dextro Pede sequentis Gemini
 442 Gem~ 1  2 04 10 -00 40 4       Præcedit Pedem anteriorem antecedentis Gemini
 443 Gem~ 2  2 06 30 +05 50 4       Splendida præced. Genu antecedent. Gemini
 444 Gem~ 3  2 15 10 -02 15 5       Præcedit Genu sinistrum sequentis Gemini
 445 Gem~ 4  2 28 20 -01 20 5       Borea trium sequent. dextrum Brachium seq. Gemini
 446 Gem~ 5  2 26 20 -03 20 5       Media in recta linea
 447 Gem~ 6  2 26 00 -04 30 5       Australis & ad Cubitum Brachii
 448 Gem~ 7  3 00 40 -02 40 4       Splendida sequens tres præfatas
 449 Cnc  1  3 10 20 +00 40 neb Quæ Media Nebulosæ Pectoris dicta præsepe
 450 Cnc  2  3 07 40 +01 15 4       Borea præcedentium in {quad}o circa Nubem
 451 Cnc  3  3 08 00 -01 10 4       Austrina
 452 Cnc  4  3 10 20 +02 40 4       Duarum sequentium in {quad}o Borea, Assellus Boreus
 453 Cnc  5  3 11 20 -00 10 4                                                    Austrinus
 454 Cnc  6  3 16 30 -05 30 4       In Australi Forfice
 455 Cnc  7  3 08 20 +11 50 4       In Boreali Forfice
 456 Cnc  8  3 02 40 +01 00 5       In posteriore Boreo Crure
 457 Cnc  9  3 07 10 -07 30 4       In posteriore Australi Crure
 458 Cnc~ 1  3 19 10 -02 20 4       Supra flexum Australis Forficis
 459 Cnc~ 2  3 21 10 -05 40 4       Sequitur Extremitatem Australis Forficis
 460 Cnc~ 3  3 14 00 +07 15 5       Duarum sequentium supra Nubem præcedens
 461 Cnc~ 4  3 17 00 +04 50 5                                     sequens
 462 Leo  1  3 18 20 +10 00 4   Quæ Est in Nare
 463 Leo  2  3 21 10 +07 30 4       In hiatu Oris
 464 Leo  3  3 24 10 +09 30 3       In Capite duarum Austrina
 465 Leo  4  3 24 20 +12 00 3                        Borea
 466 Leo  5  4 00 10 +11 30 3       Trium in Collo Borea
 467 Leo  6  4 02 10 +08 30 2       Media & sequens
 468 Leo  7  4 00 40 +04 30 3               Austrina
 469 Leo  8  4 02 30 +00 10 1       In Corde, dicta Regulus
 470 Leo  9  4 03 30 -01 50 4       Hac Australior & quasi in Pectore
 471 Leo 10  4 00 00 -04 00 5       In antecedentia Cordis
 472 Leo 11  3 27 20 +00 00 5       In dextro Genu
 473 Leo 12  3 24 10 -03 40 6       In vola Pedis dextri Anterioris
 474 Leo 13  3 27 20 -04 10 4       In vola Pedis sinistri Anterioris
 475 Leo 14  4 02 30 -04 15 4       In sinistro Genu
 476 Leo 15  4 09 10 -00 10 4       In sinistra Axilla
 477 Leo 16  4 07 00 +04 00 6       Trium in Ventre præcedens
 478 Leo 17  4 10 20 +05 20 6       Reliquarum duarum sequentium Borea
 479 Leo 18  4 12 10 +02 20 6                                    Austrina
 480 Leo 19  4 11 20 +12 15 6       Duarum in Lumbis præcedens
 481 Leo 20  4 14 10 +13 40 2                        sequens
 482 Leo 21  4 14 20 +11 30 5       Duarum in Coxis Borea
 483 Leo 22  4 16 20 +09 40 3                       Austrina
 484 Leo 23  4 20 20 +05 50 3       In Posterioribus Femoribus
 485 Leo 24  4 21 40 +01 15 4       In Posterioribus Poplitibus
 486 Leo 25  4 21 40 -00 50 4       Hac Australior quasi in Cubitis
 487 Leo 26  4 27 30 -03 12 5       In Volis Pedum Posteriorum
 488 Leo 27  4 24 30 +11 50 1       In Extremitate Caudæ
 489 Leo~ 1  4 06 00 +13 20 5       Duarum supra Dorsum præcedens
 490 Leo~ 2  4 08 10 +15 30 5                           sequens
 491 Leo~ 3  4 17 30 +01 10 3       Trium sub Ventre Borea
 492 Leo~ 4  4 17 10 -00 30 5                        Media
 493 Leo~ 5  4 18 00 -02 40 5                        Austrina
 494 Leo~ 6  4 24 50 +30 00 obs     Borea Congerei Nebulosæ
 495 Leo~ 7  4 24 20 +25 00 obs     In Australibus Comæ prominentiis, præcedens
 496 Leo~ 8  4 28 30 +25 30 obs     Sequens in Figura Folii Hædræ
 497 Vir  1  4 25 20 +04 15 5   Quæ Duarum in summo Cranio Austrina
 498 Vir  2  4 27 00 +05 40 5                              Borea
 499 Vir  3  5 00 40 +08 00 5       Duarum in Vultu Borea
 500 Vir  4  5 00 10 +05 30 5                       Austrina
 501 Vir  5  4 29 00 +06 00 3       In summa Ala Austrina & sinistra
 502 Vir  6  5 08 15 +01 10 3       De quatuor in sinistra Ala præcedens
 503 Vir  7  5 13 10 +02 50 3                                  sequens
 504 Vir  8  5 17 10 +02 50 5                                  tertia
 505 Vir  9  5 21 00 +01 40 4                                  quarta
 506 Vir 10  5 14 20 +08 30 3       In dextro Latere sub Cingulo
 507 Vir 11  5 08 10 +13 50 5       Trium in dextra & Borea Ala præcedens
 508 Vir 12  5 10 00 +11 40 6                                   Austrina
 509 Vir 13  5 12 10 +15 10 5       Trium Borea in dextra Ala Vindemiatrix
 510 Vir 14  5 26 40 -02 00 1       In Manu sinistra dicta Spica
 511 Vir 15  5 24 50 +08 40 3       Sub Ventris Velo in dextro Femore
 512 Vir 16  5 26 20 +03 20 5       Borea præcendentis Lateris {quad}i in sinistro Femore
 513 Vir 17  5 27 15 +00 10 6       Austrina præcedentis Lateris quadrilateri
 514 Vir 18  6 00 00 +01 30 4       Duarum in Latere sequente quadrilateri Borea
 515 Vir 19  5 28 00 -00 20 5                                              Austrina
 516 Vir 20  6 01 40 -01 30 5       In sinistro Genu
 517 Vir 21  5 28 00 +08 30 5       In dextro Posteriore Femore
 518 Vir 22  6 06 40 +07 30 4       Media trium in tractu Vestis circa Pedes
 519 Vir 23  6 07 20 +02 40 4       Austrina
 520 Vir 24  6 08 20 +11 40 4       Borea
 521 Vir 25  6 10 00 +00 30 4       In Extremo sinistro Pede & Austrina
 522 Vir 26  6 12 40 +09 50 3       In Extremo dextro & Boreo Pede
 523 Vir~ 1  5 14 40 -03 30 5       Trium in recta sub sinistro Cubito præcedens
 524 Vir~ 2  5 19 00 -03 30 5                                          media
 525 Vir~ 3  5 22 15 -03 20 5                                          sequens
 526 Vir~ 4  5 27 10 -07 10 6       Trium quasi in recta sub Spica præcedens
 527 Vir~ 5  5 28 10 -08 20 5                                      media duplex
 528 Vir~ 6  6 00 12 -07 50 6                                      sequens
 529 Lib  1  6 18 00 +00 40 2   Quæ Duarum in summa Chela lucida est, Austrina Lanx
 530 Lib  2  6 17 00 +02 30 5       Est hac Borealior & obscurior
 531 Lib  3  6 22 10 +08 50 2       Lanx Borea
 532 Lib  4  6 17 40 +08 30 5       Hanc præcedit obscura
 533 Lib  5  6 24 00 -01 40 4       In medio Austrinæ Chelæ
 534 Lib  6  6 21 20 +01 15 4       Hanc præcedit in eadem Chela
 535 Lib  7  6 27 50 +04 45 4       In medio Boreæ Chelæ
 536 Lib  8  7 03 00 +03 30 4       Hanc sequitur in eadem Chela
 537 Lib~ 1  6 26 10 +09 00 5       Antecedens trium Borealiorum ipsa Chela Borea
 538 Lib~ 2  7 03 40 +06 40 4       Duarum hanc sequentium Austrina
 539 Lib~ 3  7 04 20 +09 15 4                              Borea
 540 Lib~ 4  7 03 30 +00 30 5       Trium inter Forcipes sequens
 541 Lib~ 5  7 00 20 +00 20 5       Reliquarum duarum præcedentium Borea
 542 Lib~ 6  7 01 10 -01 30 4                                      Austrina
 543 Lib~ 7  6 23 00 -07 30 3       Anteced. trium Australior. ipsa Forcipe Australior
 544 Lib~ 8  7 01 10 -08 30 4       Duarum Reliquarum sequentium Borealior
 545 Lib~ 9  7 02 00 -09 40 4                                    Australior
 546 Sco  1  7 06 20 +01 20 3   Quæ Est trium in Fronte Lucidarum Borea
 547 Sco  2  7 05 40 -01 40 3                                     Media
 548 Sco  3  7 05 40 -05 00 3                                     Australis
 549 Sco  4  7 06 00 -07 50 3       In altero Pedum
 550 Sco  5  7 07 00 +01 40 4       Duarum adjacentium Boreæ Frontis Borea
 551 Sco  6  7 06 20 +00 30 4                                        Austrina
 552 Sco  7  7 10 40 -03 45 3       Præcedens trium Lucidarum in Corpore
 553 Sco  8  7 12 40 -04 00 2       Media trium lucidarum in Corpore dicta Antares
 554 Sco  9  7 14 30 -05 30 3       Sequens trium
 555 Sco 10  7 09 20 -06 30 5       In ultimo Pede Austrino præcedens
 556 Sco 11  7 10 40 -06 40 5                               sequens
 557 Sco 12  7 18 30 -11 00 3       In primo a Corpore Caudæ spondylo
 558 Sco 13  7 18 50 -15 00 3       Post hanc in secundo spondylo
 559 Sco 14  7 20 00 -18 40 4       In tertio spondylo duplices Borea
 560 Sco 15  7 20 10 -18 00 4                                   Austrina
 561 Sco 16  7 23 10 -19 30 3       Deinceps in Ordine in quarto spondylo
 562 Sco 17  7 28 10 -18 50 3       Post hanc in quinto spondylo
 563 Sco 18  8 00 30 -16 40 3       Adhuc sequens in sexto spondylo
 564 Sco 19  7 29 00 -15 10 3       In septimo spondylo juxta Aculeum
 565 Sco 20  7 27 30 -13 20 3       Duarum in Aculeo Caudæ sequens
 566 Sco 21  7 27 00 -13 30 4                              præcedens
 567 Sco~ 1  8 01 10 -13 15 neb     Sequitur Aculeum Nebulosa
 568 Sco~ 2  7 25 30 -06 10 5       Duarum ad Boream ab Aculeo quæ præit
 569 Sco~ 3  7 29 30 -04 10 5                                  quæ sequitur
 570 Sgr  1  8 04 30 -06 20 3   Quæ in Cuspide Sagittæ est
 571 Sgr  2  8 07 20 -06 10 3       In Manubrio sinistræ Manus
 572 Sgr  3  8 08 00 -10 50 3       In Australi parte Arcus
 573 Sgr  4  8 09 00 -01 30 3       In Boreali parte Arcus Australis
 574 Sgr  5  8 06 40 +02 50 4       In summo Arcu Borealis
 575 Sgr  6  8 15 20 -03 10 3       In sinistro Humero
 576 Sgr  7  8 13 00 -03 30 4       Ad Marginem Sagittæ præcedens Humerum sinistrum
 577 Sgr  8  8 15 10 +00 45 neb     In Oculo Nebulosæ duplicis sequens
 578 Sgr  9  8 15 40 +02 10 4       Trium in Capite præcedens
 579 Sgr 10  8 17 40 +01 30 4                       media
 580 Sgr 11  8 19 10 +02 00 4                       sequens
 581 Sgr 12  8 21 20 +02 50 5       Trium in Borea parte Paludamenti Austrina
 582 Sgr 13  8 22 20 +04 30 4                                        Media
 583 Sgr 14  8 22 50 +06 30 4                                        Borea
 584 Sgr 15  8 25 20 +05 30 6       Tres has sequitur obscura
 585 Sgr 16  8 29 30 +05 50 5       Duarum in Australi parte Paludamenti Borealior
 586 Sgr 17  8 27 40 +02 00 6                                            Australior
 587 Sgr 18  8 22 20 -01 50 5       In dextro Humero
 588 Sgr 19  8 24 50 -02 50 4       In Ancone dextri Brachii
 589 Sgr 20  8 20 00 -02 30 5       Trium super Costis ad Interscapilium
 590 Sgr 21  8 17 40 -04 30 4       Media juxta Scapulam
 591 Sgr 22  8 16 20 -06 45 3       Tertia sub Axilla
 592 Sgr 23  8 17 40 -23 00 2       In Anteriore & sinistra Suffragine
 593 Sgr 24  8 17 00 -18 00 2       Ad Genu ejusdem Cruris
 594 Sgr 25  8 06 40 -13 00 3       In Anteriore dextra Suffragine
 595 Sgr 26  8 27 20 -13 30 3       In Femore sinistro
 596 Sgr 27  8 23 50 -20 10 3   Quæ In Posteriore dextro Cubito
 597 Sgr 28  8 27 20 -04 50 5       De quat. in {quad}o ad Educt. Caudæ Borei Lat. præced.
 598 Sgr 29  8 28 50 -04 50 5                                                      sequens
 599 Sgr 30  8 28 50 -05 50 5       Australis Lateris præcedens
 600 Sgr 31  8 29 40 -06 30 5                         sequens
 601 Cap  1  9 07 20 +07 20 3   Quæ Trium in sequente Cornu Borea est
 602 Cap  2  9 07 40 +06 40 6                               Media
 603 Cap  3  9 07 20 +05 00 3                               Austrina
 604 Cap  4  9 09 00 +08 00 6       In Extremo Cornu antecedente
 605 Cap  5  9 09 00 +00 45 6       Trium in Rostro Austrina
 606 Cap  6  9 08 40 +01 45 6                       præcedens
 607 Cap  7  9 08 50 +01 30 6                       sequens
 608 Cap  8  9 06 10 +00 40 5       Tres has præcedit, sub dextro Oculo
 609 Cap  9  9 11 40 +03 50 6       Duarum in Cervice Borealior
 610 Cap 10  9 11 50 +00 50 5                         Australior
 611 Cap 11  9 10 50 -06 30 4       Sub dextro Genu
 612 Cap 12  9 11 40 -08 40 4       In sinistro flexo Genu
 613 Cap 13  9 16 40 -07 40 4       In sinistro Humero
 614 Cap 14  9 20 10 -06 50 4       Duarum Contiguarum sub Ventre præcedens
 615 Cap 15  9 20 20 -06 00 5                                     sequens
 616 Cap 16  9 18 40 -04 15 5       Trium in medio Corpore sequens
 617 Cap 17  9 16 40 -04 00 5       Reliquarum duarum Austrina
 618 Cap 18  9 16 20 -02 50 5                         Borea
 619 Cap 19  9 17 20 -00 10 4       Duarum in Dorso præcedens
 620 Cap 20  9 21 00 -00 50 4                       sequens
 621 Cap 21  9 23 20 -04 45 4       Duarum in Australi Pinna, præcedens
 622 Cap 22  9 25 00 -04 30 4                                 sequens
 623 Cap 23  9 21 50 -02 10 3       Duarum in Eductione Caudæ præcedens
 624 Cap 24  9 26 20 -02 00 3                                 sequens
 625 Cap 25  9 26 50 +00 20 4       De quatuor in Borea parte Caudæ præcedens
 626 Cap 26  9 28 40 +00 00 5                                       Austrina
 627 Cap 27  9 27 40 +02 50 5                                       Media
 628 Cap 28  9 28 40 +04 20 5                                       Borea
 629 Aqr  1 10 00 20 +15 45 5   Quæ in Capite
 630 Aqr  2 10 06 20 +11 00 3       Duarum in dextro Humero lucidior
 631 Aqr  3 10 05 10 +09 40 5       Infra dextrum Humerum
 632 Aqr  4  9 26 30 +08 50 3       In sinistro Humero
 633 Aqr  5  9 27 20 +06 15 5       Sub Humero præcedente super Costis quasi in Axilla
 634 Aqr  6  9 17 40 +05 30 3       Trium dictarum sequens
 635 Aqr  7  9 16 10 +08 00 4                      media
 636 Aqr  8  9 14 40 +08 40 3                      præcedens
 637 Aqr  9 10 09 30 +08 45 3       In Cubito dextro
 638 Aqr 10 10 11 40 +10 45 3       Trium in Manu dextra Borea
 639 Aqr 11 10 12 00 +09 00 3       Trium dictarum præcedens
 640 Aqr 12 10 13 20 +08 30 3                      sequens
 641 Aqr 13 10 06 10 +03 00 4       Duarum Contiguarum in dextra Cotyla, præcedens
 642 Aqr 14 10 07 00 +03 10 5                                            sequens
 643 Aqr 15 10 08 40 -00 50 4       In dextri Femoris Vertebra
 644 Aqr 16 10 01 40 -01 40 4   Quæ in sinistri Femoris vertebra Austrina
 645 Aqr 17 10 03 10 +00 15 6                                    Borea
 646 Aqr 18 10 11 40 -07 30 3       Duarum in dextra Tibia Australior
 647 Aqr 19 10 11 20 -05 00 4                              Sub Poplite Borealior
 648 Aqr 20 10 04 40 -05 40 5       In sinistro Posteriore Femore
 649 Aqr 21 10 08 20 -10 00 5       Duarum in sinistra Tibia Australior
 650 Aqr 22 10 07 50 -09 00 5                                Borealior
 651 Aqr 23 10 15 00 +02 00 4       In effusione Aquæ a Manu præcedens
 652 Aqr 24 10 14 50 +00 10 4       Ad Austrum a præcedente, sequens
 653 Aqr 25 10 17 40 -01 10 4       In flexu hanc sequens
 654 Aqr 26 10 20 00 -00 30 4       Hanc adhuc sequitur
 655 Aqr 27 10 20 30 -01 40 4       In Flexura ad Austrum
 656 Aqr 28 10 19 00 -03 30 4       Sequitur (φ) duarum Australiorum Borealior
 657 Aqr 29 10 19 50 -04 10 4                           Australior
 658 Aqr 30 10 20 50 -08 15 5       Austrum versus distat Solitaria
 659 Aqr 31 10 22 20 -11 00 5       Post hanc duarum propinquarum præcedens
 660 Aqr 32 10 23 10 -10 50 5                                     sequens
 661 Aqr 33 10 21 40 -14 00 5       Trium in sequenti Flexu Borea
 662 Aqr 34 10 22 10 -14 45 5                               Media
 663 Aqr 35 10 23 10 -15 40 5                               Sequens
 664 Aqr 36 10 17 00 -14 10 4       Trium deinceps Ordine jacentium Borea
 665 Aqr 37 10 17 30 -15 00 4                                       Media
 666 Aqr 38 10 18 20 -15 45 4                                       Australis
 667 Aqr 39 10 11 50 -16 25 4       Trium in ultimo flexu præcedens
 668 Aqr 40 10 12 40 -15 45 4                             Australior
 669 Aqr 41 10 13 10 -16 25 4                             Borealior
 670 Aqr 42 10 07 00 -23 00 1       Aquæ ultima, Fomalhaut
 671 Aqr~ 1 10 26 40 -15 30 4       Trium sequentium Aquæ flexum, præcedens
 672 Aqr~ 2 10 29 40 -14 40 4                                     Borea
 673 Aqr~ 3 10 29 00 -18 15 4                                     Austrina
 674 Psc  1 10 21 40 +09 15 4   Quæ in Ore Piscis præcedentis
 675 Psc  2 10 24 10 +07 30 4       Duarum in Occipite Australior
 676 Psc  3 10 26 00 +09 20 4                          Borealior
 677 Psc  4 10 28 10 +09 30 4       Duarum in Dorso præcedens
 678 Psc  5 11 00 40 +07 30 4                       sequens
 679 Psc  6 10 26 00 +04 30 4       In Ventre præcedens
 680 Psc  7 10 29 40 +03 30 4                 sequens
 681 Psc  8 11 06 00 +06 20 4       In Cauda Piscis præcedens
 682 Psc  9 11 11 00 +05 45 6       In Lino prima a Cauda
 683 Psc 10 11 13 00 +03 45 6                       sequens
 684 Psc 11 11 17 10 +02 15 4       Trium deinde Lucidarum præcedens
 685 Psc 12 11 20 10 +01 10 4                              media
 686 Psc 13 11 23 00 -00 10 4                              sequens
 687 Psc 14 11 22 30 -02 00 6       Duarum sub his parvularum in flexu Borea
 688 Psc 15 11 23 20 -05 00 6                                          Austrina
 689 Psc 16 11 26 30 -02 20 4       Trium post flexum Lini præcedens
 690 Psc 17 11 28 20 -04 40 4                              media
 691 Psc 18  0 00 40 -07 45 4                              sequens
 692 Psc 19  0 02 30 -08 30 3       In Nodo duorum Linorum
 693 Psc 20  0 00 30 -01 40 4       In Lino Boreo a connexu præcedens
 694 Psc 21  0 00 10 +01 50 5   Quæ Trium deinde in Ordine jacentium Austrina
 695 Psc 22  0 00 40 +05 20 3                                        Media
 696 Psc 23  0 00 30 +09 00 4       Trium harum Borea, & in extrema Cauda Piscis Bor.
 697 Psc 24  0 02 00 +21 45 5       Duarum in Ore Piscis sequentis Borealior
 698 Psc 25  0 01 40 +21 40 5                                      Austrina
 699 Psc 26 11 28 40 +20 00 6       Trium parvularum in Capite sequens
 700 Psc 27 11 27 40 +19 50 6                                  media
 701 Psc 28 11 27 00 +20 20 6                                  præcedens
 702 Psc 29 11 25 40 +14 20 4       Trium in Pinna Costar. post Cubit. Androm. præced.
 703 Psc 30 11 26 40 +13 15 4                                                  media
 704 Psc 31 11 27 40 +12 00 4                                                  sequens
 705 Psc 32  0 02 10 +17 00 4       Duarum in Ventre Borea
 706 Psc 33 11 29 50 +15 20 4                        Austrina
 707 Psc 34  0 00 00 +11 45 4       In sequente Pinna juxta Caudam
 708 Psc~ 1 11 01 10 -02 40 4       Duarum Boreal. in {quad}o sub {psc}e præcedens
 709 Psc~ 2 11 02 15 -02 30 4                                            sequens
 710 Psc~ 3 11 00 40 -05 30 4       Duarum in Australi Latere quadrilateri præcedens
 711 Psc~ 4 11 01 40 -05 30 4                                              sequens
 712 Cet  1  0 17 40 -07 45 4   Quæ In Nare
 713 Cet  2  0 17 40 -12 20 3       Duarum in Rostro sequens in Extrema Maxilla
 714 Cet  3  0 12 40 -11 30 3       Media in Ore
 715 Cet  4  0 10 30 -14 00 3       Præcedens in Gena
 716 Cet  5  0 10 10 -08 10 4       Ad Supercilium Oculi
 717 Cet  6  0 12 40 -06 20 4       Hac Borealior quasi in Capillamento
 718 Cet  7  0 07 20 -04 10 4       Hanc præcedit quasi in juba
 719 Cet  8  0 03 00 -24 30 4       In {quad}o Pectoris præcedentis Lateris Borea
 720 Cet  9  0 03 20 -28 00 4                                               Austrina
 721 Cet 10  0 06 00 -25 10 4                             Sequentis Lateris Borea
 722 Cet 11  0 07 00 -27 30 3                                               Austrina
 723 Cet 12 11 22 00 -25 20 3       Trium in Corpore Media
 724 Cet 13 11 23 00 -30 50 4                        Austrina
 725 Cet 14 11 25 00 -20 00 3                        Borea
 726 Cet 15 11 19 40 -15 40 3       Duarum in parte Corporis, Caudæ vicina sequens
 727 Cet 16 11 15 00 -15 40 5                                              præcedens
 728 Cet 17 11 11 00 -13 40 5       Borea sequentis Lateris {quad}i in parte Piscis posteriore
 729 Cet 18 11 10 40 -15 40 5       Australis sequentis Lateris
 730 Cet 19 11 09 20 -13 00 5       Præcedentis Lateris {quad}i dicti Borea
 731 Cet 20 11 09 00 -14 00 5                                         Austrina
 732 Cet 21 11 04 40 -09 40 3       In Extremis Caudæ Pinnis duarum Borea
 733 Cet 22 11 05 40 -20 20 3       In Extremitate Australis Caudæ Pinnæ
 734 Ori  1  1 27 00 -16 30 neb Quæ In Capite Orionis Nebulosa
 735 Ori  2  2 02 00 -17 00 1       In dextro Humero lucida Rutilans
 736 Ori  3  1 24 00 -17 30 2       In sinistro Humero
 737 Ori  4  1 25 20 -18 00 4       Sub hac in Consequentia
 738 Ori  5  2 04 20 -14 30 4       In dextri Brachii Ancone
 739 Ori  6  2 06 20 -11 50 6       In dextro Cubito
 740 Ori  7  2 06 10 -10 00 4   Quæ Aust. Lateris {quad}i in dextra Manu sequens
 741 Ori  8  2 06 00 -09 45 4                                            præcedens
 742 Ori  9  2 07 20 -08 15 6       Borei Lateris dicti quadrilateri sequens
 743 Ori 10  2 06 40 -08 15 6                                        præcedens
 744 Ori 11  2 01 40 -03 45 5       Duarum in Fuste præcedens
 745 Ori 12  2 04 40 -04 15 5                       sequens
 746 Ori 13  1 27 50 -19 40 4       De quatuor in Crate Pectoris sequens
 747 Ori 14  1 26 20 -20 00 6       Hanc præit
 748 Ori 15  1 25 20 -20 20 6       Hanc adhuc præcedit
 749 Ori 16  1 24 10 -20 40 5       De quat. in Crate Pect. quasi in recta linea præcedens
 750 Ori 17  1 20 30 -08 00 4       Prima in Exuviis, Borealissima
 751 Ori 18  1 19 20 -08 10 4       Secunda in Exuviis
 752 Ori 19  1 18 00 -10 50 4       Tertia
 753 Ori 20  1 16 20 -12 50 4       Quarta
 754 Ori 21  1 15 10 -14 15 4       Quinta
 755 Ori 22  1 14 50 -15 50 3       Sexta
 756 Ori 23  1 14 50 -17 10 3       Septima
 757 Ori 24  1 15 20 -20 20 3       Octava
 758 Ori 25  1 16 20 -21 30 3       Reliqua in Exuviis 9ª
 759 Ori 26  1 25 20 -24 10 2       Trium in Cingulo præcedens
 760 Ori 27  1 27 20 -24 50 2                        media
 761 Ori 28  1 28 10 -25 40 2                        sequens
 762 Ori 29  1 23 50 -25 50 3       In Manubrio Ensis
 763 Ori 30  1 26 30 -28 20 4       Trium Contiguarum in longo Ensis Borea
 764 Ori 31  1 23 20 -29 00 3                                        Media
 765 Ori 32  1 27 00 -29 50 3                                        Austrina
 766 Ori 33  1 27 40 -30 40 4       Duarum sub Ensis Mucrone sequens
 767 Ori 34  1 26 30 -30 50 4                                præcedens
 768 Ori 35  1 19 50 -31 30 1       In sinistro Pede splendida
 769 Ori 36  1 21 00 -30 15 4       Hac Borealior supra Talum, in Tibia
 770 Ori 37  1 23 20 -31 10 4       Sub sinistro Calcaneo extra
 771 Ori 38  2 00 10 -33 30 3       Sub dextro & sequente Genu
 772 Eri  1  1 18 20 -31 50 4   Quæ In Origine Fluvii
 773 Eri  2  1 18 50 -28 15 4       Hac Borealior in Flexu ante Crus Orionis
 774 Eri  3  1 18 00 -29 50 4       Duarum hanc sequentium sequens
 775 Eri  4  1 14 40 -28 15 4                              præcedens
 776 Eri  5  1 13 10 -25 50 4       In ductu (secundo) sequens
 777 Eri  6  1 10 10 -25 20 4                          præcedens
 778 Eri  7  1 06 20 -26 00 5       Trium post hanc sequentium sequens
 779 Eri  8  1 05 30 -27 00 4                                  media
 780 Eri  9  1 02 50 -27 50 4                                  præcedens
 781 Eri 10  0 27 00 -32 50 3       De quatuor in sequenti spatio sequens
 782 Eri 11  0 24 40 -31 00 4                                hanc præcedens
 783 Eri 12  0 24 10 -28 50 3       Hanc adhuc præcedens
 784 Eri 13  0 22 10 -28 00 3                  sequens
 785 Eri 14  0 17 10 -25 30 3       De quatuor (in ductu quinto) sequens
 786 Eri 15  0 14 50 -23 50 4                               hanc præcedens
 787 Eri 16  0 12 10 -23 10 3       Adhuc hanc præcedens
 788 Eri 17  0 10 30 -23 15 4       Omnes præcedens
 789 Eri 18  0 05 10 -32 10 4       In reflexu Fluvii, tangit Pectus Ceti
 790 Eri 19  0 05 50 -34 50 4   Quæ Hanc sequitur
 791 Eri 20  0 08 50 -38 50 4       Trium Ordine sequentium præcedens
 792 Eri 21  0 13 50 -38 10 4                               media
 793 Eri 22  0 17 30 -39 00 4                               sequens
 794 Eri 23  0 21 20 -41 20 5       De quatuor in quadril. præced. Lateris Borea
 795 Eri 24  0 21 30 -42 30 5                                              Austrina
 796 Eri 25  0 22 10 -43 15 4                              Sequentis Lateris præcedens
 797 Eri 26  0 24 40 -43 20 4                                                sequens
 798 Eri 27  1 04 10 -50 20 4       Duarum contiguarum Distant. ad Ortum Borea
 799 Eri 28  1 05 00 -51 45 4                                            Austrina
 800 Eri 29  0 28 10 -53 50 4       Duarum deinde post flexum sequens
 801 Eri 30  0 25 50 -53 10 4                                 præcedens
 802 Eri 31  0 17 50 -53 00 4       Trium in Reliquo spatio sequens
 803 Eri 32  0 14 50 -53 30 4                               media
 804 Eri 33  0 11 50 -52*00 4                               præcedens
